Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,10477.5498046875,10566.099609375,10404.650390625,10558.849609375,10558.849609375,676500
2018-01-08,10591.7001953125,10690.400390625,10588.5498046875,10681.25,10681.25,879400
2018-01-15,10718.5,10906.849609375,10666.75,10894.7001953125,10894.7001953125,1159200
2018-01-22,10883.2001953125,11110.099609375,10881.400390625,11069.650390625,11069.650390625,1129900
2018-01-29,11079.349609375,11171.5498046875,10736.099609375,10760.599609375,10760.599609375,1304500
2018-02-05,10604.2998046875,10702.75,10276.2998046875,10454.9501953125,10454.9501953125,1180800
2018-02-12,10518.2001953125,10618.099609375,10434.0498046875,10452.2998046875,10452.2998046875,841500
2018-02-19,10488.900390625,10499.099609375,10302.75,10491.0498046875,10491.0498046875,1133300
2018-02-26,10526.5498046875,10631.650390625,10447.150390625,10458.349609375,10458.349609375,821400
2018-03-05,10428.2998046875,10441.349609375,10141.5498046875,10226.849609375,10226.849609375,1079300
2018-03-12,10301.599609375,10478.599609375,10180.25,10195.150390625,10195.150390625,1166900
2018-03-19,10215.349609375,10227.2998046875,9951.900390625,9998.0498046875,9998.0498046875,1134200
2018-03-26,9989.150390625,10207.900390625,9958.5498046875,10113.7001953125,10113.7001953125,832700
2018-04-02,10151.650390625,10350.4501953125,10111.2998046875,10331.599609375,10331.599609375,1098800
2018-04-09,10333.7001953125,10519.900390625,10328.5,10480.599609375,10480.599609375,1175400
2018-04-16,10398.2998046875,10594.2001953125,10396.349609375,10564.0498046875,10564.0498046875,1113700
2018-04-23,10592.7998046875,10719.7998046875,10514.9501953125,10692.2998046875,10692.2998046875,937700
2018-04-30,10705.75,10784.650390625,10601.599609375,10618.25,10618.25,775200
2018-05-07,10653.150390625,10812.0498046875,10635.650390625,10806.5,10806.5,1048800
2018-05-14,10815.150390625,10929.2001953125,10589.099609375,10596.400390625,10596.400390625,1093900
2018-05-21,10616.7001953125,10628.0498046875,10417.7998046875,10605.150390625,10605.150390625,1091000
2018-05-28,10648.349609375,10764.75,10558.4501953125,10696.2001953125,10696.2001953125,1528000
2018-06-04,10765.9501953125,10818.0,10550.900390625,10767.650390625,10767.650390625,991700
2018-06-11,10781.849609375,10893.25,10755.400390625,10817.7001953125,10817.7001953125,1112800
2018-06-18,10830.2001953125,10837.0,10701.2001953125,10821.849609375,10821.849609375,1068000
2018-06-25,10822.900390625,10831.0498046875,10557.7001953125,10714.2998046875,10714.2998046875,1290700
2018-07-02,10732.349609375,10816.349609375,10604.650390625,10772.650390625,10772.650390625,891900
2018-07-09,10838.2998046875,11078.2998046875,10807.150390625,11018.900390625,11018.900390625,851200
2018-07-16,11018.9501953125,11076.2001953125,10925.599609375,11010.2001953125,11010.2001953125,1049300
