Date,AARTIDRUGS.NS,APARINDS.NS,BEL.NS,ECLERX.NS,HDFCLIFE.NS,LUXIND.NS,NHPC.NS,NOCIL.NS,RADICO.NS,VMART.NS
22-07-2019,121.75,525,32.8833313,389.8333435,499.1000061,1099.199951,22.45000076,91.84999847,303.1499939,1924.800049
29-07-2019,110.5749969,471.2000122,31.78333282,387,494.3500061,1061.199951,21.64999962,88.80000305,297.6000061,1893.300049
05-08-2019,116.2750015,553.2000122,32.54999924,370.7999878,526.75,1025.699951,22.04999924,89.90000153,318.1499939,1856
12-08-2019,115.0374985,541.4500122,32.03333282,327.7333374,540.1500244,1037.300049,23.14999962,82.94999695,331,1718.900024
19-08-2019,119.3499985,524.4500122,33.29999924,309.7000122,517.2000122,1014.549988,23.25,78.94999695,294.25,1751.25
26-08-2019,116.3625031,535.75,34.29999924,300.1333313,557.1500244,1067.550049,23.25,87.40000153,309,1986.550049
02-09-2019,113.625,532.7000122,36.34999847,308.7999878,529.9000244,1175,24.04999924,92.19999695,298.5,2048.600098
09-09-2019,109.7624969,573.1500244,36.21666718,312.4666748,540.4000244,1180.699951,24.14999962,104.0999985,304.8500061,2060.5
16-09-2019,116.375,569.9500122,36.03333282,321.7333374,563.8499756,1247.050049,23.10000038,104.5500031,319.7999878,2087.050049
23-09-2019,115.1374969,560.5999756,36.04999924,295.1666565,582.2999878,1229.300049,22.89999962,111.4000015,322.3500061,2168.75
30-09-2019,113.8625031,533.75,34.98333359,264.0333252,584.4500122,1180.400024,22.64999962,99.75,299.3500061,1936.5
07-10-2019,115.6125031,507.5499878,35.01666641,260.5333252,590.6500244,1169.449951,23.04999924,103.0999985,295,1978.75
14-10-2019,114,509.9500122,38.84999847,285.2999878,608.4500122,1217.949951,23.89999962,114.8499985,316.0499878,2093.699951
21-10-2019,131.8249969,548.25,38.8833313,303.3999939,619.6500244,1213.449951,23.89999962,118.4499969,314.5499878,1954.550049
28-10-2019,133,512.5499878,40.1333313,299.1333313,612.7000122,1205.199951,23.5,118.3000031,324.8500061,1997.75
04-11-2019,129.7124939,519.7000122,36.48333359,289.6000061,567.9000244,1191.050049,23.35000038,107.8499985,330.3999939,1714
11-11-2019,131.2749939,486.5,37.08333206,289.9666748,577.5,1317.699951,23.35000038,105.75,306.7999878,1706.849976
18-11-2019,130.0249939,456.7000122,36.48333359,334.8999939,586.4000244,1346.199951,23.5,102.3000031,307.9500122,1675.75
25-11-2019,130,454.2999878,34.36666489,353.7666626,571.5,1355.900024,23.79999924,103.6500015,312.7000122,1756.349976
02-12-2019,131,431.1000061,34.21666718,326.2000122,575,1383.949951,23.95000076,97.40000153,301.9500122,1700.699951
09-12-2019,125.9625015,405.8500061,33.33333206,334.7666626,588.9000244,1379.050049,23.89999962,98.40000153,299.3999939,1690.099976
16-12-2019,128.8374939,393.7999878,32.93333435,370.7333374,612.7000122,1401.349976,24.25,99.80000305,299.0499878,1650
23-12-2019,150.0749969,389.4500122,33.23333359,367.6666565,631.4000244,1278.25,24,99.5,312.75,1639.199951
30-12-2019,142.1125031,396.6000061,33.65000153,444.7000122,630.7000122,1324.75,24.04999924,110.9499969,319.5499878,1672.150024
06-01-2020,145.1000061,396.5,32.40000153,446.7666626,623.0999756,1408.25,24.25,113.0500031,331.4500122,1653
13-01-2020,156.6625061,433.9500122,36.20000076,450.8666687,607.6500244,1499.650024,24.25,123.0999985,356.5,1837.400024
20-01-2020,155.9375,409.6499939,33.95000076,446.8333435,607.25,1497.199951,27.45000076,119.5999985,380.1000061,1966.650024
27-01-2020,149.2875061,385.8999939,28.31666565,407.1000061,562.4000244,1449,23.89999962,89.30000305,387.4500122,1982.150024
03-02-2020,157.875,397.8999939,29.18333244,422.4333191,595.7000122,1503.150024,24.54999924,95.40000153,415,2279.649902
10-02-2020,163.5124969,391.9500122,27.68333244,411.7666626,573.9500122,1635.699951,23.45000076,89.69999695,421.9500122,2257
17-02-2020,168.3000031,390.9500122,28.85000038,415.5333252,573.5,1555.650024,21.45000076,96.65000153,426.8999939,2431.300049
24-02-2020,173.2375031,353.6000061,24.64999962,361.7666626,544.0999756,1404.449951,20.60000038,89.94999695,410.3999939,2230.550049
02-03-2020,167.2624969,357.1000061,23.83333206,388.3999939,548.1500244,1397.25,21.70000076,90.55000305,367.7999878,2182.899902
09-03-2020,135.9750061,298.7999878,23.29999924,306.7999878,507.1499939,1230.050049,20.54999924,81.09999847,343.3999939,1941.400024
16-03-2020,122.4749985,299.2999878,23.76666641,250.8333282,418.1000061,1017.700012,21.25,64.19999695,304.1499939,1698.349976
23-03-2020,124.9124985,253.4499969,24.38333321,249.1666718,441,953.0999756,19.39999962,60.15000153,262.8500061,1468.300049
30-03-2020,135.1875,293.1000061,23.31666565,249.1666718,422.2999878,923,19.79999924,64.40000153,273.3500061,1540.699951
06-04-2020,161.2375031,299.1499939,23.38333321,249.6999969,472.25,945.2000122,21.70000076,74.05000305,312.6000061,1609.699951
13-04-2020,167.5625,314.4500122,23.76666641,312.7999878,495.5,948.3499756,22.60000038,77.84999847,327.7999878,1742.449951
20-04-2020,180.6125031,296.1000061,24.85000038,294.1333313,453.3500061,965.7999878,20.70000076,77.75,285.4500122,1714.25
27-04-2020,178.8000031,311.75,24.03333282,310.0333252,501.0499878,940,20.79999924,86.80000305,294.1000061,1724
04-05-2020,188.5874939,294.3500061,19.89999962,295.2999878,520.0499878,891.5499878,19.95000076,83.84999847,304.1000061,1644.550049
11-05-2020,215.8374939,294.1499939,22.58333206,284.2333374,487.2999878,884.5,20,83.09999847,311.9500122,1603.300049
18-05-2020,213.0375061,295.5499878,21.01666641,261.4666748,494.75,892.0499878,19.75,87.25,308,1577.25
25-05-2020,243.0625,309.6499939,23.06666565,264.3333435,523.2000122,917.2000122,19.60000038,86.65000153,330.25,1594.550049
01-06-2020,249.7624969,323.3500061,24.64999962,277.7333374,516.25,1143,20.14999962,87.69999695,345.7999878,1709.150024
08-06-2020,243.7375031,309.6000061,23.96666527,266.5666809,502.2999878,1106.699951,19.85000038,90.19999695,341.4500122,1790.300049
15-06-2020,266.1375122,326.0499878,26.68333244,298.7000122,521.0999756,1085.849976,19.89999962,86.34999847,369.2999878,1794.900024
22-06-2020,320.6875,326.2000122,28.43333244,296.7000122,541.9000244,1142.5,20.85000038,86.94999695,379.25,1710.050049
29-06-2020,319.3374939,331.1499939,32.40000153,317.7666626,572.1500244,1146.699951,20.70000076,89.69999695,369.6000061,1816.099976
06-07-2020,339.9874878,335.4500122,33.23333359,316.8333435,592.5,1201.400024,20.25,101.8499985,380.3999939,1896.800049
13-07-2020,372.2124939,309.7000122,32.66666412,342.6666565,614.5,1151.300049,20.10000038,105.8499985,391.1499939,1820.5
20-07-2020,396.6375122,308.4500122,34.04999924,317.7333374,622.4000244,1167.550049,20.25,108.8000031,393.7999878,1804.400024
27-07-2020,435.0625,302.3500061,31.95000076,320.0333252,627.0999756,1122.099976,20.29999924,105.0999985,368.5,1796
03-08-2020,589.1124878,304,33.06666565,320.7000122,606.9500122,1179.150024,20.45000076,114.8000031,386.3999939,1769.349976
10-08-2020,528.8499756,310.6000061,37.71666718,450.6333313,587.75,1376.550049,20.64999962,113.0500031,397.8999939,1770.449951
17-08-2020,783.4249878,347.6499939,37.36666489,491.1333313,598.0999756,1376.949951,23.25,120.3499985,403.6000061,2066.550049
24-08-2020,732.7625122,347.75,37.34999847,514.4000244,589.3499756,1364.5,22.70000076,134.8000031,413.1000061,1997.349976
31-08-2020,714.2374878,319.8500061,35.46666718,489,574.6500244,1349.199951,21.39999962,127.8000031,406.75,1810.449951
07-09-2020,711.8250122,318.5499878,34.08333206,487.8666687,604.7999878,1375.699951,20.54999924,126.25,394,1880.25
14-09-2020,741.8375244,315,34.6333313,515.7999878,585.0999756,1408.800049,21.20000076,132.1000061,452.1499939,2138.899902
21-09-2020,737.8125,289.4500122,31.10000038,472.0666809,577.5,1405.25,20.25,128.8500061,404.75,2031
28-09-2020,809.8499756,289.1499939,32.03333282,464.9666748,569.2000122,1443.050049,20.25,141.9499969,404,1969.699951
05-10-2020,984.4000244,289.8500061,30.93333244,476.9333191,573.7999878,1454.150024,20.5,147.8000031,412.7999878,1997.199951
12-10-2020,790.2999878,284.1000061,30.33333206,466.8333435,561.1500244,1402.099976,19.85000038,142.3000031,423.8999939,1935.949951
19-10-2020,750.2999878,290,30.86666679,480,564.5,1382.699951,20.04999924,145.5,447.8999939,1944
26-10-2020,680.9500122,287.5499878,29,462.0666809,589.75,1400.900024,19.85000038,137.1999969,437,1931.75
02-11-2020,658.7000122,299.6499939,30.81666565,474.8333435,590.5999756,1416.949951,21.70000076,137.4499969,435.25,1978.5
09-11-2020,716.2999878,315.25,32.20000076,479.3666687,636.0999756,1525.900024,20.85000038,146.8000031,464.3999939,2009.150024
16-11-2020,677.8499756,329.1000061,36.11666489,475.9333191,663.9000244,1552.599976,20.5,140.75,449.4500122,2018.099976
23-11-2020,715.0499878,349,37.03333282,483.1000061,646.7999878,1606.5,21.45000076,140.8999939,454.5,2252.300049
30-11-2020,752,361.2000122,38.58333206,523.333313,643.25,1593.699951,21.79999924,141.8500061,473.6499939,2177.699951
07-12-2020,787.4500122,389.7000122,38.21666718,539.2666626,664.5,1550.650024,22.14999962,140.6999969,455.25,2335.149902
14-12-2020,741.7000122,355.4500122,40.41666412,532.2666626,654.0999756,1621.349976,22.60000038,147.1499939,458.75,2426.600098
21-12-2020,705.4500122,345.3500061,38.29999924,585.3666382,657.25,1599.349976,23.14999962,143.75,448.75,2500.949951
28-12-2020,735,347.8999939,42.1333313,590.7666626,678.4000244,1665.5,23.10000038,150.1999969,456.5,2522.050049
04-01-2021,736.0499878,358.75,44.03333282,609.833313,717,1695.449951,25.10000038,155.0500031,508.6499939,2458.100098
11-01-2021,707.2000122,384.2000122,44.48333359,674.1333618,704.8499756,1620.800049,24.85000038,145.5,505.8500061,2413
18-01-2021,686.0999756,359.3500061,44.11666489,662.0333252,687.4000244,1602.099976,24.20000076,149.1999969,514.8499756,2500.800049
25-01-2021,673.4000244,363.7000122,43.34999847,658.7000122,677.9500122,1638.599976,24,143.8999939,489.4500122,2452.699951
01-02-2021,677.2999878,373.3500061,46.73333359,669.0333252,681.5499878,1670.300049,24.5,149.6499939,513.0999756,2482.199951
08-02-2021,656,438.9500122,45.41666412,643.6333618,710.9500122,1838.449951,25.04999924,160.6000061,543.2999878,2880.699951
15-02-2021,642.5999756,465,45.1333313,647.4333496,710.6500244,1778.199951,25.85000038,178.5500031,555.2000122,2695.649902
22-02-2021,630.9000244,461.6499939,45.70000076,619.2666626,700.6500244,1732.199951,24.14999962,165.9499969,569.6500244,2647.949951
01-03-2021,665.75,446.8999939,49,660.0666504,717.25,1709.349976,25.75,184.6499939,588.25,2807.25
08-03-2021,688.2999878,456.3999939,46.68333435,648.0999756,710.7999878,1749.599976,24.54999924,182.5,572.25,2833.800049
15-03-2021,749.8499756,469.6499939,42.65000153,644,688.4500122,1710.050049,24.39999962,172.75,532.0999756,2741.800049
22-03-2021,714.5,458.1499939,40.79999924,685.7999878,671.7000122,1774.400024,23.25,177.4499969,560.5,2748.199951
29-03-2021,718.6500244,483.1499939,42.03333282,738.9333496,691,1827.599976,24.64999962,180.3999939,565.0999756,2808.449951
05-04-2021,733.5,468.6499939,43.29999924,813.9333496,694.8499756,1938.949951,24.25,180.6000061,543.1500244,2797.199951
12-04-2021,701.8499756,453.6499939,42.66666412,777.2999878,690.6500244,1964.349976,24.04999924,172.8500061,516.2000122,2814.300049
19-04-2021,715,453.25,42.29999924,797.1333618,686.3499756,1855.300049,24.39999962,173.4499969,515.9500122,2560.949951
26-04-2021,709.9500122,494.75,43.91666412,830.5666504,665.0999756,1905.349976,24.25,184.4499969,567.3499756,2652.600098
03-05-2021,781.7999878,493.8500061,45.96666718,850.333313,672.6500244,1980.25,24.39999962,187.3500061,554.5,2724.399902
10-05-2021,817.5,500.0499878,47.78333282,814.0666504,670.5999756,2003.800049,25.85000038,199.3999939,546.25,2588.350098
17-05-2021,749.2999878,525.25,52.53333282,796.2666626,670.7000122,2041.650024,25.60000038,214.1499939,589.25,2705.449951
24-05-2021,723.4500122,583.1500244,48.28333282,824.2333374,668.9500122,3254,25.95000076,202,610.5,2697.199951
31-05-2021,759.7000122,541.2000122,50.93333435,845.0999756,680.9000244,3251.5,26.10000038,206.8500061,648.5499878,2752.550049
07-06-2021,732.8499756,528.5499878,51.34999847,1075.466675,682.5999756,3526.350098,26.85000038,208.8500061,710.9000244,2791
14-06-2021,720.0999756,514.5499878,48.73333359,1174.966675,709.2000122,3422.899902,26.60000038,211.0500031,788.7999878,2800.050049
21-06-2021,706.5,521.3499756,58.33333206,1199.033325,725.9500122,3601.75,26.60000038,217.6999969,767.4500122,2838.300049
28-06-2021,729.25,538.0999756,60.21666718,1390.300049,687.5,3703.399902,26.25,230.4499969,761.5,2841.100098
05-07-2021,722.1500244,538.5999756,60.28333282,1405.06665,683.25,3721.350098,26.10000038,242.1499939,778.2000122,3112
12-07-2021,730.6500244,565,59.8833313,1486,698,3681.699951,25.89999962,266.4500122,790.75,3285
19-07-2021,717.1500244,612.7999878,60.8833313,1446.766724,665.3499756,4049.25,26.04999924,249.5500031,861.7000122,3355.300049
26-07-2021,667.4000244,649.2000122,61.54999924,1496.833374,664.0499878,4161.450195,26.25,261.3999939,903.0999756,3879.75
02-08-2021,665,659.8499756,58.46666718,1411.466675,673.4000244,4251.350098,26,286.5499878,874.7999878,3759.25
09-08-2021,649.1500244,632.5,58.16666412,1446.93335,670.5,4163.350098,26.60000038,264.2999878,920.5499878,3536.899902
16-08-2021,603.2999878,610.7999878,57.01666641,1504.766724,667.8499756,4144.75,26.25,242,884.3499756,3654.300049
23-08-2021,602,612.4500122,61.76666641,1505.133301,704.0999756,3892.75,26.5,277.5499878,865.4000244,3527.300049
30-08-2021,621.25,637.1500244,66.19999695,1493.300049,734.4000244,4070.550049,27.70000076,283.25,894.7000122,3595.75
06-09-2021,608.1500244,661.0999756,65.68333435,1467.900024,737.3499756,3977.25,27.39999962,283.5499878,909.1500244,3475.300049
13-09-2021,627.2999878,674.1500244,68.43333435,1607.06665,747.75,4000.300049,27.70000076,296.7999878,924.8499756,3423.449951
20-09-2021,613.7999878,649.2999878,68.5,1520.5,725.7999878,3646.75,27.95000076,288.5499878,893.25,3535.699951
27-09-2021,604.5,639.9500122,67.25,1470.900024,729.4500122,3634.75,29.10000038,286.5499878,896.5999756,3654.649902
04-10-2021,629.2000122,670.4000244,66.71666718,1507.56665,722.0999756,3643.5,30.60000038,305.5,971.0499878,3802.949951
11-10-2021,624.5999756,696.2000122,70.18333435,1533.400024,693.7999878,3755.149902,30.89999962,307.3999939,1095.300049,4325.649902
18-10-2021,609.5499878,681.9500122,67.15000153,1366.199951,690.75,3456.149902,32.40000153,272.7999878,1124.400024,4003.449951
25-10-2021,585.5499878,676.8499756,68.94999695,1453.666626,680.4500122,3556.149902,30.70000076,266.8999939,1119.25,4062.100098
01-11-2021,576.7999878,694.1500244,67.28333282,1589.133301,696.4000244,3891.100098,30.95000076,268.25,1051.599976,4038.100098
08-11-2021,552.9000244,722.4000244,74.53333282,1578.166626,720.5999756,4184.899902,32.29999924,259.75,1067.25,4340.5
15-11-2021,531.4500122,675.75,69.6166687,1601.866699,704.5,4413.549805,32.59999847,247.9499969,1127.550049,4075.399902
22-11-2021,516.0999756,665.7000122,66.06666565,1537.099976,670.6500244,3973.75,30.64999962,236.6999969,1059.099976,3832.800049
29-11-2021,522.3499756,674.2999878,68.8833313,1420.366699,690.9500122,3811.350098,32.54999924,240.25,1076.699951,3854.899902
06-12-2021,577.5999756,679.0999756,68.5166626,1437.466675,684.75,3792.899902,32.09999847,240.6000061,1101.650024,3640.300049
13-12-2021,530.2000122,728,67.09999847,1507.900024,656.5999756,3616,31.39999962,227.0500031,1092.449951,3562.449951
20-12-2021,524.7999878,766.9500122,68.0166626,1572.699951,637.3499756,3681.800049,30.35000038,220.75,1198.949951,3578.449951
27-12-2021,544.9000244,779.9000244,69.98332977,1741.366699,649.5499878,3688.899902,30.95000076,232.5500031,1236.150024,3735.199951
03-01-2022,522.9000244,780.2999878,69.34999847,1805.56665,660.2999878,3691.25,31.20000076,255.1999969,1246.650024,3775.649902
10-01-2022,527.4500122,796.7000122,73.3666687,1900.5,671.4500122,3688.149902,31.20000076,258.75,1187.449951,3941.350098
17-01-2022,495.1499939,800.25,68.98332977,1708.900024,641.4500122,3651.600098,30.45000076,240.1000061,1114.699951,3964.050049
24-01-2022,497.6000061,804,69.03333282,1544.466675,620.4500122,2787.25,29.75,234.25,1066.550049,3765.800049
31-01-2022,525.0999756,679.9500122,68.2666626,1635.5,624.3499756,3059.25,29.89999962,229,977.5999756,3750.199951
07-02-2022,518.25,629.9000244,66.78333282,1582.400024,595.3499756,2849.399902,29.29999924,220.6499939,960.1500244,3582.949951
14-02-2022,498.3999939,652.7000122,66.66666412,1474.366699,590.9500122,2702.75,29.95000076,210.1999969,972.75,3496
21-02-2022,467.4500122,613.9000244,66.71666718,1460.333374,538.9000244,2493.949951,27.70000076,205.25,928.7999878,3444.199951
28-02-2022,445.2999878,615.75,71.6333313,1494.5,521.5,2284.850098,28.04999924,209.3500061,848.5,3395.949951
07-03-2022,466.2000122,666,71.59999847,1672.966675,518.7999878,2453.850098,28.45000076,204.8500061,911.2999878,3642.649902
