Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,1052.666626,1063.599976,1044.000000,1047.966675,1037.324585,108826
2018-01-02,1052.333374,1053.333374,1040.833374,1043.133301,1032.540283,63892
2018-01-03,1053.266724,1056.633301,1032.000000,1034.800049,1024.291748,84031
2018-01-04,1042.533325,1042.666626,1030.033325,1033.199951,1022.707947,63891
2018-01-05,1039.333374,1039.333374,1022.666687,1025.166626,1014.756165,81999
2018-01-08,1028.000000,1030.566650,1014.666687,1016.466675,1006.144714,90810
2018-01-09,1014.700012,1019.933350,1010.000000,1012.400024,1002.119263,47745
2018-01-10,1014.066650,1043.266724,1013.366638,1017.366638,1007.035522,155007
2018-01-11,1021.333313,1032.666626,1018.700012,1023.433350,1013.040588,57871
2018-01-12,1027.966675,1030.000000,1016.000000,1017.933350,1007.596436,41538
2018-01-15,1029.333374,1033.300049,1020.666687,1023.133362,1012.743591,42235
2018-01-16,1028.666626,1029.566650,1020.033325,1021.533325,1011.159851,39241
2018-01-17,1023.333313,1026.666626,1016.033325,1016.866638,1006.540527,49233
2018-01-18,1022.599976,1026.500000,1017.400024,1018.966675,1008.619263,23740
2018-01-19,1020.666687,1033.333374,1017.666687,1026.800049,1016.373169,73593
2018-01-22,1026.666626,1038.666626,1026.666626,1035.099976,1024.588867,31447
2018-01-23,1039.966675,1046.666626,1036.666626,1039.699951,1029.142090,40435
2018-01-24,1053.333374,1072.666626,1050.000000,1055.333374,1044.616577,221784
2018-01-25,1060.000000,1066.666626,1056.733276,1059.833374,1049.070923,77113
2018-01-29,1066.666626,1070.000000,1056.699951,1058.599976,1047.850098,87700
2018-01-30,1060.000000,1066.533325,1014.066650,1020.833313,1010.467041,224287
2018-01-31,1000.666687,1016.366638,990.900024,1006.200012,995.982300,242422
2018-02-01,1007.333313,1042.333374,1000.066650,1038.966675,1028.416138,180546
2018-02-02,976.666687,992.666687,966.666687,987.533325,977.505066,77433
2018-02-05,943.333313,986.633362,943.333313,956.366638,946.654907,20808
2018-02-06,925.333313,931.400024,900.000000,921.533325,912.175354,55303
2018-02-07,933.333313,935.633362,878.000000,884.599976,875.617065,46165
2018-02-08,885.633362,913.333313,880.333313,893.333313,884.261597,29680
2018-02-09,880.000000,910.333313,874.000000,897.533325,888.419067,15570
2018-02-12,897.533325,912.666687,880.666687,883.000000,874.033203,23274
2018-02-14,899.299988,918.666687,885.733337,907.066650,897.855591,42975
2018-02-15,913.333313,913.333313,889.366638,894.966675,885.878418,14083
2018-02-16,901.333313,903.266663,880.033325,884.366638,875.385986,8952
2018-02-19,880.666687,896.666687,866.400024,870.766663,861.924194,173781
2018-02-20,880.000000,883.233337,870.033325,878.299988,869.380981,11979
2018-02-21,880.666687,883.200012,872.200012,878.200012,869.281921,8874
2018-02-22,880.666687,906.666687,875.400024,902.433350,893.269287,16384
2018-02-23,904.599976,920.000000,884.066650,891.299988,882.249023,29583
2018-02-26,893.333313,905.666687,890.700012,898.666687,889.540955,16701
2018-02-27,900.000000,909.966675,895.066650,900.433350,891.289673,17359
2018-02-28,896.666687,929.966675,895.866638,912.299988,903.035767,28897
2018-03-01,918.000000,919.900024,911.099976,915.666687,906.368286,10990
2018-03-05,923.966675,933.133362,905.866638,925.733337,916.332764,18822
2018-03-06,926.666687,942.000000,906.733337,919.966675,910.624573,19045
2018-03-07,906.666687,914.666687,902.099976,906.200012,896.997742,8878
2018-03-08,916.333313,916.333313,871.333313,904.799988,895.611938,36168
2018-03-09,896.000000,929.966675,894.033325,923.066650,913.692993,15991
2018-03-12,920.000000,929.133362,892.000000,903.966675,894.787109,31350
2018-03-13,881.000000,906.666687,880.666687,891.933350,882.875977,21567
2018-03-14,884.066650,892.000000,880.666687,881.400024,872.449585,26083
2018-03-15,880.000000,883.333313,868.000000,870.299988,861.462280,40641
2018-03-16,870.000000,876.566650,850.799988,853.166687,844.502991,48567
2018-03-19,852.666687,856.566650,816.666687,822.333313,813.982666,24696
2018-03-20,820.000000,830.000000,807.333313,810.366638,802.137512,40206
2018-03-21,810.666687,822.666687,800.000000,800.433350,792.305115,46458
2018-03-22,800.000000,808.666687,797.000000,799.066650,790.952332,87036
2018-03-23,793.333313,836.700012,783.333313,809.799988,801.576599,73164
2018-03-26,824.000000,824.000000,775.066650,779.900024,771.980347,38035
2018-03-27,780.099976,810.000000,777.366638,802.833313,794.680664,58113
2018-03-28,798.666687,806.000000,790.666687,801.000000,792.866089,24153
2018-04-02,813.333313,813.333313,800.866638,803.566650,795.406555,5686
2018-04-03,803.333313,813.400024,803.333313,809.000000,800.784729,26827
2018-04-04,809.000000,818.633362,803.333313,805.433350,797.254333,8142
2018-04-05,811.133362,828.666687,810.033325,827.166687,818.766968,13608
2018-04-06,829.299988,832.533325,822.733337,827.966675,819.558838,9615
2018-04-09,844.666687,844.666687,829.466675,830.733337,822.297424,10344
