Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,158.050003,162.649994,158.050003,160.649994,154.187943,56337
2018-01-02,160.750000,161.649994,158.250000,158.750000,152.364380,29545
2018-01-03,161.100006,163.600006,160.500000,161.050003,154.571854,95653
2018-01-04,161.300003,164.500000,159.899994,162.850006,156.299454,81911
2018-01-05,162.750000,164.399994,160.649994,161.449997,154.955765,56808
2018-01-08,161.750000,162.699997,159.949997,161.000000,154.523865,42682
2018-01-09,161.850006,161.850006,158.199997,159.050003,152.652298,146887
2018-01-10,160.000000,163.500000,156.800003,160.449997,153.995987,75650
2018-01-11,159.000000,160.100006,158.500000,158.750000,152.364380,38292
2018-01-12,161.399994,163.199997,158.600006,159.449997,153.036209,52080
2018-01-15,160.000000,161.300003,158.000000,158.600006,152.220413,37708
2018-01-16,158.699997,159.399994,154.000000,154.449997,148.237320,34037
2018-01-17,154.449997,156.199997,150.850006,154.800003,148.573257,46529
2018-01-18,153.000000,156.250000,150.550003,151.149994,145.070068,28212
2018-01-19,154.250000,154.250000,150.000000,151.149994,145.070068,47234
2018-01-22,151.699997,151.949997,149.149994,150.000000,143.966339,30334
2018-01-23,150.649994,155.649994,149.500000,150.699997,144.638184,60998
2018-01-24,150.699997,150.699997,146.550003,147.149994,141.230957,26398
2018-01-25,147.149994,149.300003,145.750000,147.350006,141.422928,45542
2018-01-29,147.649994,149.750000,139.300003,140.550003,134.896469,51543
2018-01-30,140.149994,140.149994,132.699997,136.750000,131.249313,89509
2018-01-31,136.000000,137.500000,133.399994,134.399994,128.993835,35141
2018-02-01,134.149994,139.699997,134.149994,137.350006,131.825180,89735
2018-02-02,133.350006,136.050003,119.000000,124.800003,119.779991,67667
2018-02-05,123.949997,134.000000,120.900002,131.000000,125.730598,80915
2018-02-06,124.800003,133.000000,121.050003,131.649994,126.354454,48979
2018-02-07,132.000000,139.300003,132.000000,136.449997,130.961365,64437
2018-02-08,138.100006,139.500000,135.149994,137.050003,131.537247,54574
2018-02-09,131.550003,139.199997,131.550003,138.100006,132.544998,59989
2018-02-12,139.449997,139.600006,137.000000,137.949997,132.401047,44257
2018-02-14,138.000000,139.350006,135.399994,137.100006,131.585236,44054
2018-02-15,138.149994,139.250000,131.600006,136.300003,130.817398,50857
2018-02-16,137.500000,137.500000,132.550003,133.350006,127.986076,36287
2018-02-19,132.300003,134.399994,129.050003,129.899994,124.674843,50022
2018-02-20,129.250000,133.399994,128.550003,130.949997,125.682602,24298
2018-02-21,131.500000,133.199997,129.949997,131.649994,126.354454,53660
2018-02-22,130.899994,131.949997,127.349998,130.899994,125.634621,25418
2018-02-23,130.000000,132.500000,130.000000,131.550003,126.258476,36775
2018-02-26,130.550003,136.250000,130.550003,135.399994,129.953598,26357
2018-02-27,139.000000,140.750000,135.149994,136.550003,131.057358,43070
2018-02-28,134.000000,138.500000,133.850006,137.100006,131.585236,20525
2018-03-01,137.100006,138.100006,135.449997,136.850006,131.345291,48809
2018-03-05,135.000000,136.699997,135.000000,135.050003,129.617706,19649
2018-03-06,135.149994,136.899994,135.000000,135.300003,129.857635,19767
2018-03-07,134.100006,134.850006,129.149994,129.399994,124.194946,30789
2018-03-08,130.500000,130.500000,123.000000,125.300003,120.259872,40812
2018-03-09,126.199997,126.349998,121.500000,122.550003,117.620499,49795
2018-03-12,123.250000,123.300003,121.349998,122.949997,118.004402,24575
2018-03-13,122.000000,128.850006,122.000000,126.000000,120.931725,31949
2018-03-14,125.150002,125.500000,123.800003,124.800003,119.779991,21902
2018-03-15,124.000000,126.000000,123.099998,125.099998,120.067924,25089
2018-03-16,124.750000,125.400002,122.349998,123.550003,118.580276,12486
2018-03-19,122.750000,123.199997,116.599998,117.400002,112.677650,26198
2018-03-20,115.650002,117.000000,112.050003,113.449997,108.886536,54597
2018-03-21,112.500000,117.599998,112.500000,114.250000,109.654366,47266
2018-03-22,113.650002,118.000000,109.000000,115.199997,110.566147,58806
2018-03-23,115.199997,115.199997,107.449997,108.550003,104.183632,129852
2018-03-26,107.699997,123.699997,107.699997,120.400002,115.556976,68790
2018-03-27,120.400002,125.150002,120.400002,122.900002,117.956413,62438
2018-03-28,121.699997,128.500000,120.500000,125.300003,120.259872,45486
2018-04-02,127.000000,132.949997,127.000000,130.449997,125.202721,22996
2018-04-03,130.699997,131.000000,127.349998,129.800003,124.578873,17100
2018-04-04,130.449997,136.199997,127.550003,128.600006,123.427147,51014
2018-04-05,132.500000,132.500000,129.100006,129.949997,124.722839,37535
2018-04-06,130.449997,131.000000,128.149994,129.949997,124.722839,49563
2018-04-09,129.000000,133.399994,128.500000,132.149994,126.834335,19945
2018-04-10,132.199997,135.750000,132.199997,134.750000,129.329758,16210
2018-04-11,134.500000,137.199997,130.550003,134.800003,129.377747,47975
2018-04-12,137.899994,138.699997,134.800003,135.500000,130.049576,21828
2018-04-13,135.250000,135.550003,132.100006,133.250000,127.890106,20643
2018-04-16,131.699997,135.100006,130.399994,134.000000,128.609924,24140
2018-04-17,133.250000,136.750000,133.000000,134.600006,129.185791,18081
2018-04-18,134.800003,136.000000,133.000000,134.100006,128.705917,44061
2018-04-19,133.800003,135.050003,132.399994,132.949997,127.602158,65811
2018-04-20,132.050003,139.000000,131.699997,137.250000,131.729187,55157
2018-04-23,139.449997,142.100006,135.750000,141.550003,135.856247,74767
2018-04-24,142.350006,146.000000,138.449997,139.500000,133.888687,48695
2018-04-25,137.250000,139.649994,136.000000,137.600006,132.065125,17127
2018-04-26,136.800003,139.000000,135.800003,137.100006,131.585236,4909
2018-04-27,136.850006,141.699997,136.649994,139.949997,134.320587,26157
2018-04-30,142.600006,145.949997,136.800003,137.699997,132.161087,41717
2018-05-02,138.000000,138.000000,133.000000,134.699997,129.281769,22121
2018-05-03,134.149994,135.750000,131.699997,132.500000,127.170265,42463
2018-05-04,133.750000,136.000000,131.500000,134.800003,129.377747,17011
2018-05-07,134.800003,139.000000,132.350006,134.000000,128.609924,21534
2018-05-08,136.000000,136.000000,131.500000,131.949997,126.642387,9642
2018-05-09,131.500000,134.800003,130.100006,131.949997,126.642387,22677
2018-05-10,132.050003,133.199997,128.199997,129.100006,123.907028,19178
2018-05-11,130.850006,130.850006,128.250000,128.600006,123.427147,20353
2018-05-14,128.250000,129.800003,125.599998,128.500000,123.331161,18239
2018-05-15,128.000000,130.250000,127.449997,128.250000,123.091217,14476
2018-05-16,126.000000,127.449997,123.800003,125.250000,120.211891,37595
2018-05-17,126.800003,129.649994,123.699997,125.800003,120.739769,61241
2018-05-18,125.550003,127.000000,123.699997,125.099998,120.067924,18499
2018-05-21,129.000000,129.000000,118.099998,119.599998,114.789154,14094
2018-05-22,121.000000,122.199997,117.300003,121.650002,116.756699,13756
2018-05-23,122.000000,125.000000,120.800003,121.750000,116.852676,20835
2018-05-24,121.150002,122.599998,119.400002,120.800003,115.940887,15268
2018-05-25,120.449997,124.250000,119.900002,122.599998,117.668480,31478
2018-05-28,127.000000,135.500000,127.000000,132.550003,127.218254,85404
2018-05-29,130.550003,133.449997,129.149994,132.800003,127.458199,39982
2018-05-30,131.000000,131.000000,125.949997,126.849998,121.747536,16855
