Date,Open,High,Low,Close,Adj Close,Volume
02-01-2018,10477.54981,10495.2002,10404.65039,10442.2002,10442.2002,153400
03-01-2018,10482.65039,10503.59961,10429.54981,10443.2002,10443.2002,167300
04-01-2018,10469.40039,10513,10441.4502,10504.79981,10504.79981,174900
05-01-2018,10534.25,10566.09961,10520.09961,10558.84961,10558.84961,180900
08-01-2018,10591.7002,10631.2002,10588.54981,10623.59961,10623.59961,169000
09-01-2018,10645.09961,10659.15039,10603.59961,10637,10637,205000
10-01-2018,10652.04981,10655.5,10592.7002,10632.2002,10632.2002,176400
11-01-2018,10637.04981,10664.59961,10612.34961,10651.2002,10651.2002,153800
12-01-2018,10682.54981,10690.40039,10597.09961,10681.25,10681.25,175200
15-01-2018,10718.5,10782.65039,10713.79981,10741.54981,10741.54981,175900
16-01-2018,10761.5,10762.34961,10687.84961,10700.4502,10700.4502,211000
17-01-2018,10702.4502,10803,10666.75,10788.54981,10788.54981,252700
18-01-2018,10873.40039,10887.5,10782.40039,10817,10817,312000
19-01-2018,10829.2002,10906.84961,10793.90039,10894.7002,10894.7002,207600
22-01-2018,10883.2002,10975.09961,10881.40039,10966.2002,10966.2002,231600
23-01-2018,10997.40039,11092.90039,10994.54981,11083.7002,11083.7002,284600
24-01-2018,11069.34961,11110.09961,11046.15039,11086,11086,283400
25-01-2018,11095.59961,11095.59961,11009.2002,11069.65039,11069.65039,330300
29-01-2018,11079.34961,11171.54981,11075.9502,11130.40039,11130.40039,241700
30-01-2018,11120.84961,11121.09961,11033.90039,11049.65039,11049.65039,228000
31-01-2018,11018.79981,11058.5,10979.29981,11027.7002,11027.7002,245900
01-02-2018,11044.54981,11117.34961,10878.79981,11016.90039,11016.90039,306200
02-02-2018,10938.2002,10954.9502,10736.09961,10760.59961,10760.59961,282700
05-02-2018,10604.29981,10702.75,10586.79981,10666.54981,10666.54981,240100
06-02-2018,10295.15039,10594.15039,10276.29981,10498.25,10498.25,266500
07-02-2018,10607.2002,10614,10446.40039,10476.7002,10476.7002,250400
08-02-2018,10518.5,10637.79981,10479.54981,10576.84961,10576.84961,232200
09-02-2018,10416.5,10480.2002,10398.2002,10454.9502,10454.9502,191600
12-02-2018,10518.2002,10555.5,10485.40039,10539.75,10539.75,217400
14-02-2018,10585.75,10590.54981,10456.65039,10500.90039,10500.90039,229200
15-02-2018,10537.90039,10618.09961,10511.04981,10545.5,10545.5,210600
16-02-2018,10596.2002,10612.90039,10434.04981,10452.29981,10452.29981,184300
19-02-2018,10488.90039,10489.34961,10302.75,10378.40039,10378.40039,187300
20-02-2018,10391,10429.34961,10347.65039,10360.40039,10360.40039,187700
21-02-2018,10426,10426.09961,10349.59961,10397.4502,10397.4502,234100
22-02-2018,10354.34961,10397.54981,10340.65039,10382.7002,10382.7002,313600
23-02-2018,10408.09961,10499.09961,10396.65039,10491.04981,10491.04981,210600
26-02-2018,10526.54981,10592.9502,10520.2002,10582.59961,10582.59961,171900
27-02-2018,10615.2002,10631.65039,10537.25,10554.29981,10554.29981,187500
28-02-2018,10488.9502,10535.5,10461.54981,10492.84961,10492.84961,286000
01-03-2018,10479.9502,10525.5,10447.15039,10458.34961,10458.34961,176000
05-03-2018,10428.29981,10428.7002,10323.90039,10358.84961,10358.84961,194000
