Date,Underlying Value
22-Feb-22,1510.7
21-Feb-22,1522.1
18-Feb-22,1512.35
17-Feb-22,1506.5
16-Feb-22,1515.75
15-Feb-22,1517.8
14-Feb-22,1473.7
11-Feb-22,1518.85
10-Feb-22,1525.1
09-Feb-22,1497.6
08-Feb-22,1461.85
07-Feb-22,1468.15
04-Feb-22,1524
03-Feb-22,1515.35
02-Feb-22,1531.2
01-Feb-22,1497
31-Jan-22,1485.7
28-Jan-22,1463.25
27-Jan-22,1474.95
25-Jan-22,1488.05
24-Jan-22,1486.65
21-Jan-22,1521.6
20-Jan-22,1509
19-Jan-22,1518.45
18-Jan-22,1529.25
17-Jan-22,1521.5
14-Jan-22,1545.15
13-Jan-22,1528
12-Jan-22,1556.65
11-Jan-22,1565.9
10-Jan-22,1559.15
07-Jan-22,1550.55
06-Jan-22,1539.75
05-Jan-22,1564.85
04-Jan-22,1528.55
03-Jan-22,1519.65
31-Dec-21,1479.4
30-Dec-21,1461.5
29-Dec-21,1453.85
28-Dec-21,1460.8
27-Dec-21,1450.8
24-Dec-21,1438.9
23-Dec-21,1444.1
22-Dec-21,1445.2
21-Dec-21,1441.8
20-Dec-21,1425.65
17-Dec-21,1473.05
16-Dec-21,1500.1
15-Dec-21,1500
14-Dec-21,1502.45
13-Dec-21,1511.15
10-Dec-21,1522.55
09-Dec-21,1526.85
08-Dec-21,1553.8
07-Dec-21,1525.7
06-Dec-21,1503.8
03-Dec-21,1513.55
02-Dec-21,1525.75
01-Dec-21,1504.65
30-Nov-21,1493.55
29-Nov-21,1501.25
26-Nov-21,1489.9
25-Nov-21,1525.95
24-Nov-21,1518.05
23-Nov-21,1515.55
22-Nov-21,1515.35
18-Nov-21,1539.4
17-Nov-21,1530.8
16-Nov-21,1548
15-Nov-21,1557.25
12-Nov-21,1553
11-Nov-21,1548.3
10-Nov-21,1555.25
09-Nov-21,1572.25
08-Nov-21,1600.25
04-Nov-21,1593.95
03-Nov-21,1581.45
02-Nov-21,1606.75
01-Nov-21,1605.3
29-Oct-21,1582.85
28-Oct-21,1593.6
27-Oct-21,1642.8
26-Oct-21,1652.75
25-Oct-21,1657
22-Oct-21,1680.75
21-Oct-21,1676.3
20-Oct-21,1673.85
19-Oct-21,1688.7
18-Oct-21,1670.3
14-Oct-21,1687.4
13-Oct-21,1639.4
12-Oct-21,1629.6
11-Oct-21,1633.8
08-Oct-21,1602.65
07-Oct-21,1610.5
06-Oct-21,1614.9
05-Oct-21,1595.45
04-Oct-21,1585.75
01-Oct-21,1582.7
30-Sep-21,1594.95
29-Sep-21,1593.85
28-Sep-21,1615.05
27-Sep-21,1625.1
24-Sep-21,1601.55
23-Sep-21,1570
22-Sep-21,1533.7
21-Sep-21,1551.95
20-Sep-21,1559.85
17-Sep-21,1582.15
16-Sep-21,1559.95
15-Sep-21,1546.8
14-Sep-21,1548.55
13-Sep-21,1555.55
09-Sep-21,1568.6
08-Sep-21,1576.4
07-Sep-21,1569.25
06-Sep-21,1565.7
03-Sep-21,1576.05
02-Sep-21,1589
01-Sep-21,1579.1
31-Aug-21,1581.4
30-Aug-21,1568.25
27-Aug-21,1548.45
26-Aug-21,1554.8
25-Aug-21,1557.4
24-Aug-21,1558.85
23-Aug-21,1524.6
20-Aug-21,1514.75
18-Aug-21,1513
17-Aug-21,1514.65
16-Aug-21,1530.6
13-Aug-21,1526.2
12-Aug-21,1501.4
11-Aug-21,1494.95
10-Aug-21,1507.65
09-Aug-21,1503.9
06-Aug-21,1492.65
05-Aug-21,1484.85
04-Aug-21,1465.3
03-Aug-21,1434.7
02-Aug-21,1422.65
30-Jul-21,1426.45
29-Jul-21,1418.25
28-Jul-21,1417.3
27-Jul-21,1439.75
26-Jul-21,1434.55
23-Jul-21,1442.75
22-Jul-21,1448.7
20-Jul-21,1443.15
19-Jul-21,1471
16-Jul-21,1522.35
15-Jul-21,1520.7
14-Jul-21,1499.15
13-Jul-21,1501.85
12-Jul-21,1487
09-Jul-21,1502
08-Jul-21,1520.45
07-Jul-21,1539.5
06-Jul-21,1534.7
05-Jul-21,1495.45
02-Jul-21,1480.4
01-Jul-21,1486.75
30-Jun-21,1497.9
29-Jun-21,1502.05
28-Jun-21,1508.35
25-Jun-21,1515.1
24-Jun-21,1506.25
23-Jun-21,1485.5
22-Jun-21,1483.8
21-Jun-21,1488.7
18-Jun-21,1479.8
17-Jun-21,1466.1
16-Jun-21,1484.6
15-Jun-21,1490.25
14-Jun-21,1479.45
11-Jun-21,1486.35
10-Jun-21,1481.05
09-Jun-21,1480.3
08-Jun-21,1483.05
07-Jun-21,1499.85
04-Jun-21,1500.95
03-Jun-21,1520.55
02-Jun-21,1504
01-Jun-21,1511.7
31-May-21,1515.85
28-May-21,1503.45
27-May-21,1482.65
26-May-21,1477.05
25-May-21,1478.95
24-May-21,1509.95
21-May-21,1497.3
20-May-21,1432.8
19-May-21,1458.2
18-May-21,1476.7
17-May-21,1440.25
14-May-21,1386.85
12-May-21,1399.5
11-May-21,1403.55
10-May-21,1419.85
07-May-21,1414.75
06-May-21,1400.9
05-May-21,1402.6
04-May-21,1388.35
03-May-21,1414.45
30-Apr-21,1412.3
29-Apr-21,1472.5
28-Apr-21,1476.8
27-Apr-21,1438.7
26-Apr-21,1404.8
23-Apr-21,1414.15
22-Apr-21,1422.5
20-Apr-21,1391.4
19-Apr-21,1412.4
16-Apr-21,1428.65
15-Apr-21,1430.1
13-Apr-21,1400.35
12-Apr-21,1367.05
09-Apr-21,1421.75
08-Apr-21,1432.8
07-Apr-21,1447.2
06-Apr-21,1440.25
05-Apr-21,1449.6
01-Apr-21,1486.75
31-Mar-21,1493.65
30-Mar-21,1553.7
