Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,922.000000,923.000000,909.700012,911.549988,892.137207,242669
2018-01-02,915.000000,919.200012,907.250000,911.400024,891.990295,1763025
2018-01-03,924.450012,927.200012,913.299988,916.349976,896.834839,515755
2018-01-04,919.000000,921.799988,916.000000,920.250000,900.651794,238922
2018-01-05,920.500000,925.849976,919.450012,923.000000,903.343262,406686
2018-01-08,924.099976,930.200012,923.599976,928.450012,908.677185,332558
2018-01-09,929.049988,943.950012,924.000000,940.900024,920.862000,519256
2018-01-10,945.000000,946.750000,935.400024,941.500000,921.449280,352402
2018-01-11,941.750000,942.750000,935.000000,937.200012,917.240845,268912
2018-01-12,942.000000,951.849976,938.099976,946.750000,926.587463,596333
2018-01-15,950.200012,957.549988,945.200012,947.599976,927.419373,445379
2018-01-16,949.000000,949.000000,920.000000,923.500000,903.832642,479344
2018-01-17,925.000000,928.650024,908.000000,924.650024,904.958130,360307
2018-01-18,930.000000,930.000000,911.000000,919.299988,899.721985,354147
2018-01-19,922.000000,932.349976,922.000000,929.349976,909.557983,600361
2018-01-22,948.500000,974.500000,940.099976,971.200012,950.516724,1773742
2018-01-23,975.000000,990.000000,975.000000,981.700012,960.793152,669605
2018-01-24,981.900024,981.900024,960.500000,964.549988,944.008362,441731
2018-01-25,970.000000,971.450012,957.250000,964.549988,944.008362,421966
2018-01-29,966.000000,976.549988,960.099976,963.799988,943.274292,418040
2018-01-30,964.000000,964.299988,945.549988,949.250000,929.034241,694016
2018-01-31,950.000000,964.900024,942.000000,961.150024,940.680786,457062
2018-02-01,964.400024,971.250000,938.200012,944.099976,923.993835,758632
2018-02-02,938.700012,943.250000,903.000000,905.700012,886.411743,701244
2018-02-05,895.799988,912.000000,882.700012,904.450012,885.188293,386485
2018-02-06,880.000000,897.950012,872.099976,892.750000,873.737427,1041277
2018-02-07,900.549988,905.500000,890.549988,894.000000,874.960876,374725
2018-02-08,896.349976,910.000000,892.049988,903.599976,884.356445,417327
2018-02-09,891.950012,902.250000,886.500000,897.950012,878.826721,402311
2018-02-12,901.099976,918.000000,901.099976,914.700012,895.219971,354136
2018-02-14,921.650024,941.500000,920.799988,932.400024,912.543091,429100
2018-02-15,936.049988,945.000000,928.299988,934.049988,914.157898,312747
2018-02-16,937.349976,942.000000,918.650024,921.700012,902.070923,241125
2018-02-19,920.299988,930.599976,914.400024,925.849976,906.132507,239308
2018-02-20,928.000000,930.000000,916.000000,919.400024,899.819946,183167
2018-02-21,927.000000,931.000000,922.000000,928.349976,908.579285,201220
2018-02-22,923.150024,930.750000,920.000000,923.900024,904.224121,161502
2018-02-23,924.200012,937.000000,923.750000,934.000000,914.109009,204349
2018-02-26,936.099976,944.750000,936.099976,938.599976,918.610962,197775
2018-02-27,939.000000,955.500000,938.599976,949.950012,929.719299,342196
2018-02-28,944.500000,954.900024,937.000000,952.450012,932.166138,231622
2018-03-01,950.849976,958.799988,946.000000,947.700012,927.517212,173780
2018-03-05,944.500000,949.900024,922.000000,924.200012,904.517761,652534
2018-03-06,929.700012,936.000000,903.150024,910.900024,891.500977,288116
2018-03-07,908.599976,909.299988,888.299988,891.549988,872.562988,337383
2018-03-08,899.700012,913.900024,894.299988,911.599976,892.186035,312892
2018-03-09,915.000000,919.000000,910.000000,912.049988,892.626404,178146
2018-03-12,918.900024,933.000000,916.200012,929.349976,909.557983,288520
2018-03-13,929.349976,935.349976,921.599976,930.599976,910.781433,196941
2018-03-14,926.549988,931.200012,919.549988,928.599976,908.823975,176000
2018-03-15,928.700012,928.700012,910.000000,912.250000,892.822205,344267
2018-03-16,910.000000,910.000000,886.400024,900.500000,881.322449,614239
2018-03-19,903.799988,906.099976,892.349976,895.299988,876.233154,271227
2018-03-20,899.099976,903.599976,887.000000,889.549988,870.605652,285669
2018-03-21,895.799988,901.950012,892.000000,896.349976,877.260742,254485
2018-03-22,896.500000,910.599976,895.200012,907.299988,887.977600,810933
2018-03-23,893.400024,899.700012,890.000000,892.849976,873.835327,416270
2018-03-26,892.849976,904.500000,892.000000,901.049988,881.860657,567273
2018-03-27,905.049988,910.049988,897.500000,899.950012,880.784180,300370
2018-03-28,895.049988,896.000000,881.000000,882.799988,863.999329,324237
2018-04-02,890.500000,901.200012,886.400024,892.700012,873.688599,469960
2018-04-03,890.000000,901.000000,886.099976,898.799988,879.658630,172194
2018-04-04,905.500000,911.150024,892.349976,895.099976,876.037415,186330
2018-04-05,902.549988,910.000000,902.549988,906.750000,887.439270,465637
2018-04-06,909.900024,917.200012,905.000000,909.750000,890.375488,421073
2018-04-09,912.950012,917.750000,911.400024,916.049988,896.541199,289846
2018-04-10,918.000000,922.450012,913.349976,916.450012,896.932739,518840
2018-04-11,920.099976,931.000000,916.650024,929.049988,909.264404,442774
2018-04-12,930.000000,935.299988,923.099976,927.549988,907.796326,381070
2018-04-13,931.150024,941.400024,929.099976,938.849976,918.855652,723849
2018-04-16,935.000000,939.900024,928.299988,937.250000,917.289734,147413
2018-04-17,938.250000,947.500000,936.099976,943.700012,923.602356,365055
2018-04-18,945.000000,948.250000,934.000000,937.000000,917.045166,205557
2018-04-19,938.200012,943.950012,935.099976,941.250000,921.204529,366035
2018-04-20,939.000000,941.599976,921.450012,928.049988,908.285706,214926
2018-04-23,927.299988,942.950012,926.000000,935.150024,915.234558,159076
2018-04-24,937.700012,974.500000,935.000000,969.750000,949.097656,511300
2018-04-25,972.549988,981.450012,964.500000,970.700012,950.027405,425381
2018-04-26,972.000000,988.000000,963.400024,975.349976,954.578369,530962
2018-04-27,988.250000,1010.700012,988.250000,994.750000,973.565247,1092703
2018-04-30,984.700012,992.000000,961.000000,963.099976,942.589233,549488
2018-05-02,968.799988,978.200012,966.250000,973.000000,952.278442,309846
2018-05-03,977.000000,978.799988,959.299988,962.599976,942.099792,319978
