Date,HDFC,ICICI,INFOSYS,L&T,ONGC,RIL,TATA MOTORS,TATA STEELS,TCS,WIPRO,HBL POWER,ISGEC,JPASSOCIAT,MIRZA,NBCC,PNB,PNBGILTS,SUZLON,UNITINT,YES BANK,SENSEX
24-04-2019,1139.75,401.049988,736.400024,1360.349976,168.699997,1390,223.699997,525.299988,2185.449951,293.100006,25,559.75,5.74,57.349998,59.549999,88.400002,30.799999,7.27,6.05,239.149994,39054.68
25-04-2019,1132.425049,395.350006,728.75,1355.349976,168.399994,1374.550049,221.699997,510.899994,2191.699951,295.25,24.6,563.5,5.64,56.900002,58.75,87,30.75,7.15,6.2,237.699997,38730.86
26-04-2019,1137.625,407.399994,737.099976,1355.5,168.149994,1391.449951,215.399994,545,2238.300049,294.350006,24.25,564.599976,5.59,56.299999,59.049999,88.099998,30.700001,7.19,6.2,237.399994,39067.33
30-04-2019,1157.75,407.75,749.950012,1347.75,169.300003,1391.800049,214.199997,556.450012,2254.949951,298.399994,23.85,560.049988,5.41,54.25,57.950001,84.800003,30.200001,6.85,6.11,168,39031.55
02-05-2019,1176.974976,394.600006,729.849976,1358.949951,169.350006,1405.099976,207.149994,554.849976,2214.399902,293.549988,23.65,553.700012,5.33,54.450001,59.049999,86.199997,30.1,6.77,6.2,173.800003,38981.43
03-05-2019,1184.400024,401.850006,723.75,1361,170.100006,1407.050049,209.5,547.599976,2132.5,291,24.5,548.900024,5.27,54.549999,58.099998,87.199997,30.15,6.74,6.09,175.600006,38963.26
06-05-2019,1164.199951,401.399994,717.849976,1351.25,170.199997,1384.849976,200.100006,535.549988,2154.699951,290.899994,24.700001,546.049988,5.26,54.650002,57.950001,86.300003,30.049999,6.58,6.24,166.300003,38600.34
07-05-2019,1163.724976,386.25,723.549988,1366.650024,171.449997,1344.550049,190.899994,530.650024,2150.350098,293.700012,24.200001,534.049988,5.14,54.450001,56.25,83.949997,29.85,6.34,5.95,164.550003,38276.63
08-05-2019,1154.324951,381.850006,718.099976,1361.199951,168.899994,1299.449951,185.550003,523.5,2152.649902,290.799988,24.1,527.099976,4.94,52.900002,54,83.900002,29.950001,5.98,5.95,160.75,37789.13
09-05-2019,1145.599976,381.450012,721.049988,1356.699951,169.300003,1255.150024,185.800003,518.950012,2168.699951,291,24.450001,520.049988,4.98,53.049999,55.200001,84.199997,29.799999,5.6,6.25,170.300003,37558.91
10-05-2019,1148.375,384.799988,716.049988,1355.25,166.350006,1250.5,186,487.299988,2135.550049,290.549988,24.549999,507.049988,4.92,52.950001,55.75,86.199997,29.799999,6.4,6.25,164,37462.99
13-05-2019,1144.699951,376.200012,720.049988,1317.199951,164.100006,1230.849976,180.25,471.600006,2131.100098,289.25,22.75,487.850006,4.43,50.299999,52.599998,79.800003,29.200001,5.6,6.11,154.850006,37090.82
14-05-2019,1145.099976,380.799988,713.849976,1341.5,163.949997,1259.5,184.350006,469.75,2094.350098,284.299988,23.049999,503.850006,4.32,53.299999,53.799999,82.75,29,5.71,6.05,156.149994,37318.53
15-05-2019,1144.449951,377.049988,716.5,1325.900024,162.649994,1257.25,169.600006,463.200012,2094.5,283.649994,23.299999,503.75,4.38,51.200001,51.799999,82.099998,30,5.25,6.05,143.649994,37114.88
16-05-2019,1156.900024,381.799988,734.200012,1336.900024,165.899994,1264.050049,175.5,469.25,2109.449951,285.799988,23.4,503.899994,4.37,50.150002,52.599998,81.150002,30.5,5.27,6.03,137.800003,37393.48
17-05-2019,1180.824951,390.299988,723.799988,1361.900024,167.149994,1265.699951,176.699997,469.549988,2096.350098,286.75,22.85,500.450012,4.47,50.299999,53,82.650002,30.200001,5.22,6.39,134.550003,37930.77
20-05-2019,1216.474976,407.799988,722.400024,1451.050049,176.050003,1325.5,190,483.149994,2139.300049,290.049988,24.049999,512.099976,4.8,52.700001,57.150002,88.349998,32.900002,5.84,6.39,143.600006,39352.67
21-05-2019,1201.900024,400.350006,709.200012,1448.199951,174.300003,1339.75,176.600006,473.5,2109.199951,286.850006,23.65,496.649994,4.76,52.549999,56.349998,86.150002,33.450001,5.51,6.25,141,38969.8
22-05-2019,1202.550049,405.5,709.200012,1460.550049,176.550003,1340.699951,179.449997,473.700012,2082.75,283.200012,23.85,500.75,4.87,51.150002,57.150002,84.650002,32.700001,5.62,6.45,137.699997,39110.21
23-05-2019,1167.175049,410.600006,701.25,1475.699951,174.050003,1335.800049,175,465.899994,2053.75,282.149994,24,498.850006,4.87,51.75,57.650002,83.800003,32.849998,5.36,6.2,139.800003,38811.39
24-05-2019,1186.150024,431.5,709.450012,1543.650024,174.399994,1336.800049,182.149994,483.5,2049.649902,283.149994,24.65,525,4.94,54.700001,61.150002,88.150002,33.150002,5.71,6.36,141.300003,39434.72
27-05-2019,1204.050049,435.200012,709.099976,1592.599976,173.699997,1310.699951,181.350006,511.450012,2053.800049,280.450012,26.4,520.75,5.14,59.349998,63.400002,89.300003,34.099998,5.76,6.5,146.649994,39683.29
28-05-2019,1208.125,434.5,726.650024,1573.650024,175.100006,1325.949951,180.75,507.299988,2075,284.299988,28.049999,519.799988,5.06,59.450001,64.449997,86.199997,33.049999,5.54,6.25,152.600006,39749.73
29-05-2019,1207.875,422.899994,727.349976,1552.400024,171.550003,1313.25,176.300003,493.299988,2105.25,285.899994,26.799999,505.950012,4.92,60.299999,62.650002,81.900002,33.25,5.36,6.1,151.699997,39502.05
30-05-2019,1219.625,426.450012,733.299988,1558.25,169.649994,1330.599976,175.050003,489.100006,2145.399902,288.299988,26.549999,501.799988,4.94,58.599998,63.75,81.5,33.150002,5.75,6.2,154.550003,39831.97
31-05-2019,1212.449951,423.399994,736.849976,1557.949951,171.850006,1329.75,172.5,487.899994,2196.850098,286.549988,25.35,494.200012,4.87,54.349998,61.950001,80.650002,33.549999,5.47,6.25,147.949997,39714.2
03-06-2019,1227.275024,422.850006,744.650024,1559.300049,172.300003,1358.300049,174.550003,496.5,2240.350098,291.299988,24.549999,480.149994,4.76,56.650002,62.599998,82,35.150002,5.47,6.21,149.350006,40267.62
04-06-2019,1227,418.950012,734.700012,1570,170.550003,1351.099976,173.399994,497.149994,2182.449951,293.899994,24.549999,467,4.71,57,63.099998,82.300003,35.049999,5.48,6.22,152.75,40083.54
06-06-2019,1212.525024,411.600006,737.950012,1516.5,169.050003,1327.050049,169.800003,484.5,2167.399902,292,24.4,453.5,4.48,58,60.75,79.449997,35.099998,5.34,6.01,143.350006,39529.72
07-06-2019,1224,416.850006,739.349976,1513.25,167.550003,1315.300049,169.399994,482.149994,2178.949951,295.049988,24.700001,444,4.29,58.700001,60.900002,79.25,34.299999,5.22,6.75,139.949997,39615.9
10-06-2019,1221.300049,415.899994,753.599976,1532.199951,164.75,1318.849976,166.149994,486.700012,2231.100098,297.200012,24.35,447.850006,4.2,56.200001,58.650002,77.300003,34.25,4.68,6.01,135.899994,39784.52
11-06-2019,1224.675049,421.450012,754.849976,1524.699951,169,1328.550049,170.649994,492.799988,2252.850098,297.899994,24.15,452.549988,4.1,57.200001,59.650002,78.599998,34.200001,4.78,6.19,139.300003,39950.46
12-06-2019,1213.699951,418,753.950012,1509.199951,170.449997,1331.099976,169,505.600006,2258.449951,298,24.1,464.75,4.05,59.549999,59,79.199997,33.849998,4.48,6.17,134.649994,39756.81
13-06-2019,1223.650024,420,742.700012,1516.949951,168.949997,1324.300049,167.399994,502.850006,2250.25,298.799988,24.1,468.850006,3.98,57.700001,58.950001,76.25,33.799999,4.35,6.15,117.199997,39741.36
14-06-2019,1218.224976,417.899994,740.400024,1529.150024,168.899994,1316.949951,164.100006,501.450012,2252.300049,298.950012,23.700001,464.899994,3.69,57,58.049999,76.550003,33.950001,4.13,5.9,115.349998,39452.07
17-06-2019,1210.900024,414.399994,740.400024,1499,164.649994,1281.5,158.850006,473.049988,2245.600098,299.25,23.5,455.950012,3.41,58.849998,56.650002,75.900002,33.75,4.07,6.09,116.199997,38960.79
18-06-2019,1208.400024,422.200012,750.650024,1504.949951,166.100006,1282.550049,158.300003,472.75,2251.699951,297.799988,23.799999,456.950012,2.96,58.950001,56.599998,75.400002,34.200001,3.65,5.25,109.300003,39046.34
19-06-2019,1214.724976,419.899994,751.849976,1505.5,167.350006,1277.5,154.649994,494.5,2259.899902,293.950012,22.450001,447.049988,2.67,59.25,56.549999,75.349998,34.049999,3.35,5.65,103.25,39112.74
20-06-2019,1213.025024,433.350006,754.549988,1556.150024,171.850006,1296.900024,159.149994,500.850006,2279,286.850006,23.049999,450.100006,2.93,62.549999,58.299999,76.949997,34.650002,4.1,6,114.550003,39601.63
21-06-2019,1207.675049,430.850006,750.700012,1540,171.199997,1279.199951,159,497.75,2249.949951,285.799988,23.25,452.75,3.2,65.25,58.599998,77,34.049999,4.55,6.35,109.550003,39194.49
24-06-2019,1208.375,429.600006,745.599976,1541.349976,165.25,1262.650024,159.25,486.149994,2275,283.899994,22.5,450.25,3,63.400002,61.900002,76.849998,33.700001,4.98,6.35,111.949997,39122.96
25-06-2019,1214.324951,433.649994,748.049988,1535.050049,166.300003,1295.800049,160.5,497.600006,2266.75,285.350006,22.9,446.799988,2.93,63.299999,61.200001,77.099998,33.650002,5.19,6.01,110.050003,39434.94
26-06-2019,1233.550049,438.600006,739.650024,1550.849976,167.449997,1294.550049,161.100006,510.5,2253.699951,286.200012,22.700001,449.799988,3.1,66.800003,62.25,78.849998,33.25,5.92,6.01,113.099998,39592.08
27-06-2019,1233.224976,440.75,730.849976,1550.699951,170.550003,1274.849976,165.850006,510.700012,2252.649902,282.149994,22.75,456.5,3.13,67.949997,60.849998,78,33.099998,5.71,6.01,112.400002,39586.41
28-06-2019,1223.199951,437.25,731.950012,1553.050049,167.75,1252,162.600006,504.399994,2227.25,280.399994,22.6,453.75,3.05,65.650002,59.650002,79.550003,34.099998,5.25,6.01,108.699997,39394.64
01-07-2019,1242.824951,438.649994,731.150024,1556.75,161.050003,1268.5,167.850006,506.850006,2239.699951,281.899994,22.700001,458.850006,3.09,66.050003,60.400002,80.900002,33.799999,5.15,6.01,109.150002,39686.5
02-07-2019,1247.175049,436.799988,739.900024,1563.400024,165.649994,1278.050049,163.699997,508.350006,2252.75,284.100006,22.5,465.450012,3.04,65.099998,60.299999,80.349998,34.150002,4.97,6.01,100.849998,39816.48
03-07-2019,1244.75,436,731.5,1577.900024,166.199997,1282.25,162.350006,510.5,2237.199951,282.850006,22.950001,463.799988,3.03,65.800003,60.400002,81.199997,33.900002,4.92,5.89,99.800003,39839.25
04-07-2019,1241.824951,435.950012,733.900024,1571.800049,167.100006,1283,165.199997,495.350006,2242.600098,283.799988,23.1,465.049988,3.01,68.050003,61.299999,82,34.5,5.08,5.97,96.25,39908.06
05-07-2019,1237.699951,436.25,718.25,1557.099976,161.25,1262.599976,160.149994,478.149994,2161.649902,271.850006,23.299999,454.25,2.99,66.050003,57.5,81.75,34.400002,4.86,5.89,88.199997,39513.39
08-07-2019,1203.925049,425.899994,717.450012,1490.199951,152.5,1251.900024,154.649994,468,2176.100098,267.049988,22.85,440,2.7,61.450001,54.150002,72.800003,34.950001,4.58,6,93.099998,38720.57
09-07-2019,1189.5,428.649994,715.400024,1526.599976,153.449997,1279.449951,155.75,468.350006,2131.449951,265.549988,22.700001,450.899994,2.86,62.849998,56.450001,74.349998,35.650002,4.73,5.98,91.349998,38730.82
10-07-2019,1193.125,430.950012,716.900024,1499.150024,151.649994,1278.349976,151.399994,454.600006,2107.699951,266.799988,22.85,450.850006,2.71,62.25,54.849998,72.650002,36.75,4.89,5.89,93,38557.04
11-07-2019,1203.900024,426.700012,720.849976,1495,153,1281.300049,156.899994,461.799988,2101.449951,267.75,22.9,450,2.7,62.299999,55.299999,74.599998,37.299999,4.99,5.84,92.400002,38823.11
12-07-2019,1196.724976,427.049988,727.099976,1467.300049,149.850006,1280.599976,159.300003,472.600006,2107.949951,259,22.9,449.950012,2.69,62.150002,55.849998,75.349998,37.650002,4.95,5.89,94.150002,38736.23
15-07-2019,1198.050049,422.399994,779.450012,1440.25,150.75,1275.900024,160.949997,468.200012,2145.199951,259.850006,22.549999,450,2.67,62.950001,54,73.449997,38.299999,4.82,5.95,93.199997,38896.71
16-07-2019,1196.074951,424.549988,784.950012,1461.5,152.350006,1293.099976,169.850006,476.5,2105.300049,260.049988,22.75,426,2.73,62.950001,54.549999,75.800003,38.849998,4.67,5.9,103.900002,39131.04
17-07-2019,1198.849976,424.700012,794.299988,1455.25,149.850006,1281.550049,167.850006,475.700012,2117.149902,259.700012,22.75,426.149994,2.77,64.75,54.150002,75.349998,38.549999,4.46,5.9,98.449997,39215.64
18-07-2019,1201.949951,418.700012,793.150024,1433.599976,143.5,1261.800049,160.800003,466.549988,2065.600098,269.149994,22.1,410.399994,2.62,63.049999,52.150002,73.199997,38.099998,4.32,5.9,85.800003,38897.46
19-07-2019,1187.974976,410.100006,785.599976,1411.650024,144.100006,1249,154.800003,458.100006,2076.949951,264.75,21.75,410.25,2.57,62,51.200001,72.849998,37.349998,4.37,5.9,83.25,38337.01
22-07-2019,1148.525024,411.700012,785.150024,1403.800049,146.550003,1280.5,156.699997,465.25,2109.699951,264.700012,21.549999,402.25,2.53,59.900002,50.75,72.449997,36.349998,4.19,5.9,91.150002,38031.13
23-07-2019,1131.974976,412.25,789.900024,1410,144.550003,1272.849976,156.199997,460.149994,2111.800049,264.600006,21.6,420,2.6,59.849998,50.450001,68.400002,35.900002,4.14,6.39,90.699997,37982.74
24-07-2019,1139.900024,408.549988,786.049988,1387.150024,143.550003,1258.800049,151.25,446.049988,2096.699951,264,20.65,415.399994,2.53,60,49.349998,68.199997,35.650002,3.95,6.39,89.150002,37847.65
25-07-2019,1142.900024,409.049988,795.049988,1372.949951,143.850006,1232.300049,144.350006,440.350006,2128.300049,262.450012,20,421,2.46,59.700001,48.049999,66.050003,35.200001,3.99,6.2,87.650002,37830.98
26-07-2019,1138.150024,415.5,787.299988,1391.849976,141.850006,1214.099976,147.199997,445.25,2108.800049,263.600006,20.1,423.25,2.57,61.950001,48.900002,68,35.099998,4.62,6.2,96.099998,37882.79
29-07-2019,1122.300049,429.299988,791.549988,1371.5,140.25,1211.150024,137.600006,433.450012,2129.5,262.399994,20.299999,420.700012,2.49,62,47.349998,69.300003,36.25,4.85,5.01,94.75,37686.37
30-07-2019,1126.675049,424.950012,792.799988,1376.449951,138.800003,1180.550049,133.449997,414.700012,2179,262.200012,19.6,416.75,2.37,59.900002,41.700001,66.900002,36.25,4.46,5.7,86.099998,37397.24
31-07-2019,1125.900024,424.5,794,1387.150024,138.899994,1166,135.600006,431.899994,2205.399902,265.350006,19.6,428.049988,2.17,61.150002,42.799999,69.150002,36.150002,4.23,5.5,91.300003,37481.12
01-08-2019,1108.925049,417.149994,769.049988,1357.949951,136.949997,1180.550049,129.5,419.549988,2179.899902,270.5,19.549999,410.450012,2.11,59.400002,43.900002,67.449997,35.900002,4.21,5.75,88.400002,37018.32
02-08-2019,1107.474976,410.75,775.400024,1370,134.399994,1184.199951,130.600006,409.049988,2206.050049,263.700012,19.35,409.450012,2.32,57.200001,42.849998,67.650002,36.700001,4.24,4.6,88.300003,37118.22
05-08-2019,1089.699951,402.600006,776.75,1345.699951,131.25,1143,123.75,399.100006,2248.550049,262.100006,18.25,388.799988,2.55,57.799999,38.200001,66.599998,37.700001,4.18,5.4,81.099998,36699.84
06-08-2019,1094.349976,410.399994,774.650024,1379.199951,131.449997,1128,122.550003,400.850006,2215.449951,259,18.6,383.600006,2.56,57.150002,39.049999,68,38.049999,4.25,5.8,85.400002,36976.85
07-08-2019,1092.324951,408.399994,776.150024,1360.199951,130.5,1109,117.400002,381.799988,2214,262.5,18.299999,359.549988,2.41,57.099998,38,64.050003,36.950001,3.96,5.65,86.849998,36690.5
08-08-2019,1117.775024,414.600006,789.099976,1360.300049,130.949997,1151.949951,123.949997,367.399994,2258.850098,265.899994,18.1,344,2.44,57.549999,39.650002,66.550003,37.25,3.97,5.37,89.150002,37327.36
09-08-2019,1140.875,420.399994,790.150024,1364.699951,130.550003,1162,122.050003,362.350006,2245.600098,263.799988,18.700001,365.200012,2.43,57.849998,34.650002,66.550003,37.349998,4.37,5.23,82.099998,37581.91
13-08-2019,1110.099976,410.5,764.099976,1313.75,128.300003,1275,122,348.399994,2200.199951,258.5,18.299999,347.450012,2.42,56.150002,34.400002,65.349998,36.799999,4.23,5.15,73.599998,36958.16
14-08-2019,1114.949951,417.350006,774.900024,1334.050049,126.75,1288.300049,120.849998,364.450012,2204.649902,251.149994,17.299999,344.5,2.42,56,35.099998,65.550003,34.75,4.16,5.25,76.550003,37311.53
16-08-2019,1113.324951,419.149994,774.549988,1334.849976,128.149994,1277.400024,121.199997,362.850006,2163.5,249.300003,16.549999,326.200012,2.43,55.700001,33.950001,68.099998,33.25,4.39,5.11,79.449997,37350.33
19-08-2019,1103.349976,423.399994,777.799988,1352.199951,126.25,1292.099976,120.75,359.549988,2163.550049,252.25,15.5,322.549988,2.43,57.049999,33.150002,67.300003,33.349998,4.35,5.1,76.699997,37402.49
20-08-2019,1111,417.149994,792.900024,1342.599976,125.050003,1276,123.800003,358.299988,2187.149902,253.350006,15.2,342,2.37,56.849998,32.200001,65.599998,33.049999,4.44,5.1,71.25,37328.01
21-08-2019,1113,412.200012,799.549988,1310.300049,121.150002,1270.800049,112.300003,343.049988,2185.850098,252.600006,14.15,321,2.26,55.299999,30.35,64.050003,32.700001,4.3,5.19,65.400002,37060.37
22-08-2019,1086.875,399.149994,795.900024,1294.099976,116.849998,1246.5,107.650002,333.350006,2214.899902,252,13.15,321.049988,2.11,54,29.299999,61.450001,32.200001,4.16,5.19,56.299999,36472.93
23-08-2019,1081.625,395.75,801.900024,1287,122.300003,1275.949951,111.150002,344.799988,2247.550049,251.350006,14,334.25,2.1,54.049999,31.950001,63.549999,32.700001,4.16,5.15,59.25,36701.16
26-08-2019,1127.974976,411.950012,802.900024,1333.75,123.650002,1265.900024,110.5,337.899994,2275.100098,249.100006,14.7,340,2.08,54.599998,33.099998,65.75,32.950001,4.23,5.19,63,37494.12
27-08-2019,1129.699951,418.700012,785,1357.599976,125.699997,1275.099976,120.300003,350.950012,2237,250.149994,14.95,330.75,2.07,54.349998,36.900002,67.199997,33.900002,4.22,4.95,64.300003,37641.27
28-08-2019,1123.949951,413.049988,802.099976,1344.75,121.150002,1263.050049,116.349998,336.850006,2239.649902,249.199997,14.55,330.5,2.08,53.650002,36,65.699997,32.799999,4.17,5.17,59.5,37451.84
29-08-2019,1113.800049,404.700012,806.849976,1342.849976,123.400002,1242.199951,114.349998,335.549988,2233.300049,249,14.5,328.899994,2.13,53.200001,36.599998,65.099998,32.950001,3.67,4.98,57.349998,37068.93
30-08-2019,1114.449951,410.399994,814.599976,1328.099976,121.199997,1248.349976,116.75,344.950012,2258.050049,254.350006,15.05,317.950012,2.14,53.299999,35.349998,64.949997,32.049999,3.71,4.92,59.5,37332.79
03-09-2019,1104.675049,392.149994,814.299988,1294.050049,117.150002,1205.900024,112.650002,331.399994,2252.25,253.699997,15.05,312.950012,2.14,52.299999,33.700001,59.400002,33.099998,3.62,5.15,58.799999,36562.91
04-09-2019,1123.775024,397.5,821.049988,1309.949951,119.050003,1201.550049,109.5,339.350006,2246.100098,256.100006,15.6,314.100006,2.21,52.200001,33.349998,59.900002,32.650002,3.49,5.12,59.450001,36724.74
05-09-2019,1117.349976,388.899994,834.200012,1320.449951,125.199997,1198.300049,118.050003,345,2215.800049,255.550003,16.6,315,2.43,52.900002,34.75,61.099998,32.950001,3.55,5.15,61.900002,36644.42
06-09-2019,1122.574951,391.5,840.150024,1328.400024,127.849998,1222.5,121.099998,355.299988,2197.649902,251.949997,16.799999,326.049988,2.56,54.25,35.849998,61.25,32.75,3.2,4.99,60.400002,36981.77
09-09-2019,1124.099976,394.450012,829.200012,1357.349976,129.5,1222.099976,121.900002,353.5,2183.300049,255.600006,16.6,328.899994,2.38,54.75,37.5,62.549999,33.200001,2.81,4.93,63.099998,37145.45
11-09-2019,1124.425049,394.350006,820.099976,1363,125.699997,1234.099976,134.350006,367.100006,2153.949951,248.149994,17.049999,330.299988,2.52,58.200001,37.849998,64.849998,33.049999,3.02,4.9,71.599998,37270.82
12-09-2019,1135.150024,402.75,816.349976,1362.5,125.849998,1210.349976,127.949997,364.5,2133.850098,244.550003,17.25,327.700012,2.47,61.75,38,64.550003,34.900002,3.14,4.7,67.949997,37104.28
13-09-2019,1128.125,413.25,829.150024,1363.449951,128.800003,1225.550049,129.550003,367.25,2141.350098,245.399994,17.1,350.350006,2.39,64,37.549999,64.900002,35.099998,3.13,4.9,68.599998,37384.99
16-09-2019,1121.574951,411.950012,827.450012,1342.650024,130.600006,1210.800049,128.550003,361.149994,2149.149902,246.899994,18.85,415.149994,2.4,61.049999,37.650002,64.5,34.5,3.13,4.81,67.099998,37123.31
17-09-2019,1104.300049,400.600006,831.049988,1314,129.699997,1197.199951,121.949997,344.450012,2121.350098,244.199997,17.65,391.600006,2.27,57.799999,35.950001,62.400002,33.549999,3.06,4.85,65.150002,36481.09
18-09-2019,1093.474976,399.149994,829.849976,1318.400024,127,1205.699951,121.849998,358.049988,2138.25,244.199997,17.65,393.350006,2.22,57.650002,35.650002,62.900002,34.299999,3.07,4.91,64.099998,36563.88
19-09-2019,1100.400024,386.549988,821,1300.599976,124.400002,1178.699951,124.25,344.950012,2102.149902,241.5,17.799999,371.899994,2.17,54.099998,34,62,33.299999,2.96,5,54.150002,36093.47
20-09-2019,1200.099976,417.350006,805.099976,1412.849976,133.600006,1254.400024,133.399994,369.100006,2065.600098,245.75,18.049999,401.700012,2,57.049999,37.5,65.699997,33.200001,3.05,5.25,55.450001,38014.62
23-09-2019,1258.449951,445.200012,765.099976,1527.650024,136.25,1238.650024,127.849998,377.5,2014.75,240,18.25,407.149994,2.18,58.349998,39.400002,66.699997,33.599998,3.11,5.44,55.349998,39090.03
24-09-2019,1255.050049,440.850006,794.049988,1481.300049,133.449997,1278.550049,130.850006,370.649994,2044.300049,240.600006,21,407.799988,2.13,58.25,39.349998,66.150002,33.049999,2.97,5.68,56.049999,39097.14
25-09-2019,1239.699951,434.450012,792.200012,1450.050049,131.449997,1279.800049,123,362.149994,2087.800049,238.800003,19.950001,396.700012,2.05,57.049999,37.049999,63.25,32.950001,2.93,5.55,53.700001,38593.52
26-09-2019,1242.349976,452.049988,782.049988,1490.199951,136.899994,1296.599976,124.5,376.100006,2087.649902,237.25,19.85,400.149994,2.04,57.700001,38.049999,62.849998,32.599998,2.81,5.82,51.049999,38989.74
27-09-2019,1244.150024,449.149994,782.349976,1473.150024,131.449997,1308.75,119.900002,359.549988,2056.699951,236.449997,19.700001,399.25,2.04,57,36.5,62.849998,32.650002,2.53,5.54,48.799999,38822.57
30-09-2019,1227.349976,433.399994,805.299988,1476.599976,131.899994,1332.599976,117.449997,359.799988,2099.199951,239.800003,18.549999,400.5,2.24,55.349998,34.900002,61.900002,32.5,2.27,5.75,41.450001,38667.33
01-10-2019,1248.5,424.549988,793.549988,1463.099976,128.25,1305.050049,115.349998,351.399994,2059.699951,233.550003,17.65,406.100006,2.33,54.5,34.700001,58.799999,31.299999,2.2,5.79,32,38305.41
03-10-2019,1223.050049,427.299988,785.5,1458.349976,128.300003,1311,122.449997,339.600006,2058.850098,236.050003,17.5,408.5,2.24,54.150002,34.349998,59.049999,31.049999,2.31,6.05,42.549999,38106.87
04-10-2019,1188.949951,413.75,793.25,1424.150024,129.600006,1307.449951,119.550003,333.100006,2078.649902,237.699997,18.049999,412.450012,2.29,53.200001,33.099998,57.950001,31,2.44,5.95,42.150002,37673.31
07-10-2019,1187.650024,416.299988,789.549988,1397.349976,126.449997,1309.800049,117.449997,324.799988,2052.850098,237.149994,17.049999,395.450012,2.31,54,32.5,57.200001,30.950001,2.47,5.9,45.599998,37531.98
09-10-2019,1228.5,436.600006,784,1426.75,125.949997,1325.75,120.849998,336.350006,2020.650024,237.699997,16.799999,385.399994,2.33,56.849998,33.849998,58.5,30.549999,2.41,6,43.200001,38177.95
10-10-2019,1199.949951,423.700012,782.900024,1425.349976,125.400002,1362.400024,116.900002,329.700012,2004.400024,239.149994,16.15,381.649994,2.19,54.75,33.599998,56.450001,29,2.33,6.01,40.950001,37880.4
11-10-2019,1198.550049,428.399994,815.700012,1427.449951,129.100006,1352.400024,121.349998,339.399994,1987.050049,239.350006,16.299999,363.549988,2.24,53,32.650002,56.799999,28,2.63,5.74,39.599998,38127.08
14-10-2019,1203.150024,428.600006,785.650024,1422.650024,135.199997,1357.650024,127.800003,344.850006,2020.949951,243.350006,16.299999,374.100006,2.17,53.599998,32.5,57.25,27.9,2.72,5.75,40,38214.47
15-10-2019,1222.900024,431.700012,767.799988,1433.150024,138.75,1363.300049,126.949997,349.100006,2037.400024,243.699997,16.15,366.75,2.12,53.400002,32.700001,57.900002,26.9,2.58,6,40.599998,38506.09
16-10-2019,1221.199951,435.299988,771.450012,1424.800049,141.600006,1372.699951,125.800003,347.450012,2045.849976,248.850006,16.299999,369.25,2.04,53.400002,33.450001,57.299999,27.049999,2.47,6,41.150002,38598.99
17-10-2019,1220.800049,440.549988,769.099976,1424.25,141.350006,1396.150024,138.149994,355.649994,2030.699951,248.050003,16.299999,360.049988,2.04,54.400002,34.299999,59.099998,27.450001,2.47,6.05,47.400002,39052.06
18-10-2019,1229.199951,437.75,767.75,1448.050049,143.5,1415.300049,136.699997,359.899994,2057.350098,248.800003,16.799999,368.850006,2.18,54.650002,36.900002,60.200001,28.299999,2.56,5.78,51.400002,39298.38
22-10-2019,1238.650024,451.149994,643.299988,1441.900024,144.149994,1414.25,131.899994,354.25,2051.649902,253.699997,17.200001,365.649994,2.19,57.900002,35.75,60.799999,28.450001,2.68,5.77,51.799999,38963.84
23-10-2019,1241.400024,455.649994,650.75,1430.949951,141.949997,1392.849976,132.649994,356.100006,2075.25,254.350006,17.700001,358.850006,2.37,59.700001,36,61.299999,27.799999,2.69,5.98,51.25,39058.83
24-10-2019,1235.949951,454.649994,635.400024,1431.900024,140.699997,1436.25,133.449997,359.850006,2082.199951,249.550003,17.450001,360.200012,2.28,57.049999,34.450001,59.75,28.1,2.6,6.27,48.299999,39020.39
25-10-2019,1228.699951,469.100006,637.549988,1424.699951,139.449997,1430.699951,126.949997,361.450012,2125.050049,253.199997,17.5,359.850006,2.29,56.5,33.400002,60.700001,27.85,2.56,6,52.150002,39058.06
27-10-2019,1238,469.399994,648.950012,1434.650024,139.949997,1434.099976,147.949997,365.100006,2116.600098,253.550003,17.65,359.950012,2.41,56.400002,34,60.950001,27.9,2.63,6,54.75,39250.2
29-10-2019,1242.150024,477.549988,650.599976,1460.550049,142.100006,1467.099976,172.550003,391,2196,255.399994,17.299999,374.399994,2.38,57,35.650002,61.950001,28.049999,2.63,5.72,58.200001,39831.84
30-10-2019,1248.449951,471.049988,660.450012,1474.650024,140.550003,1478.699951,171.850006,388.049988,2253.649902,254.699997,17.4,379.899994,2.38,61.450001,37.799999,63.700001,28.450001,2.67,5.52,56.799999,40051.87
31-10-2019,1229.949951,462.850006,685.5,1473.400024,141.550003,1464.199951,177.699997,380.5,2270.199951,259.200012,17,372.850006,2.2,58.450001,37.5,65.400002,28.549999,2.68,5.52,70.449997,40129.05
01-11-2019,1240.349976,462.100006,688,1452.199951,144.100006,1457,174.899994,399.850006,2202.050049,258.649994,17,369.799988,2.28,57.900002,37.5,67.150002,29.5,2.7,5.52,66.599998,40165.03
04-11-2019,1236.650024,470.350006,709,1452.349976,147.300003,1457.25,172.149994,409.149994,2193.800049,256.350006,17.200001,376.350006,2.29,60.700001,38.549999,68.199997,29.5,2.89,5.52,66.099998,40301.96
