Date,Open,High,Low,Close,Adj Close,Volume
2018-01-01,34059.98828125,34101.12890625,33766.1484375,33812.75,33812.75,7500
2018-01-02,33913.55078125,33964.140625,33703.37109375,33812.26171875,33812.26171875,10600
2018-01-03,33929.609375,33998.37109375,33765.4296875,33793.37890625,33793.37890625,9000
2018-01-04,33912.48828125,33995.3984375,33802.12890625,33969.640625,33969.640625,10500
2018-01-05,34021.26953125,34188.8515625,34020.83984375,34153.8515625,34153.8515625,14700
2018-01-08,34216.328125,34385.671875,34216.328125,34352.7890625,34352.7890625,13500
2018-01-09,34431.609375,34488.03125,34343.41015625,34443.19140625,34443.19140625,11200
2018-01-10,34538.78125,34565.62890625,34311.62890625,34433.0703125,34433.0703125,8500
2018-01-11,34471.48046875,34558.87890625,34400.609375,34503.48828125,34503.48828125,8100
2018-01-12,34578.98828125,34638.421875,34342.16015625,34592.390625,34592.390625,7800
2018-01-15,34687.2109375,34963.69140625,34687.2109375,34843.51171875,34843.51171875,14600
2018-01-16,34877.7109375,34936.03125,34735.55078125,34771.05078125,34771.05078125,53600
2018-01-17,34753.80078125,35118.609375,34700.8203125,35081.8203125,35081.8203125,35000
2018-01-18,35366.44921875,35507.359375,35166.44140625,35260.2890625,35260.2890625,15700
2018-01-19,35339.109375,35542.171875,35221.16015625,35511.578125,35511.578125,35200
2018-01-22,35613.96875,35827.69921875,35544.6796875,35798.01171875,35798.01171875,13700
2018-01-23,35868.19140625,36170.828125,35863.98046875,36139.98046875,36139.98046875,27000
2018-01-24,36161.62109375,36268.19140625,36036.51171875,36161.640625,36161.640625,25200
2018-01-25,36208.390625,36247.01953125,35823.3515625,36050.44140625,36050.44140625,15100
2018-01-29,36106.359375,36443.98046875,36093.359375,36283.25,36283.25,16900
2018-01-30,36277.12109375,36291.8203125,35993.41015625,36033.73046875,36033.73046875,18100
2018-01-31,35951.640625,36050.69140625,35818.41015625,35965.01953125,35965.01953125,11000
2018-02-01,36048.98828125,36256.828125,35501.73828125,35906.66015625,35906.66015625,25200
2018-02-02,35707.6015625,35738.12890625,35006.41015625,35066.75,35066.75,18000
2018-02-05,34718.8515625,34874.171875,34520.80078125,34757.16015625,34757.16015625,23500
2018-02-06,33753.78125,34521.01171875,33482.80859375,34195.94140625,34195.94140625,22900
2018-02-07,34563.30078125,34666.328125,34008.421875,34082.7109375,34082.7109375,13100
2018-02-08,34208.109375,34634.3515625,34108.76171875,34413.16015625,34413.16015625,35700
2018-02-09,34002.44921875,34070.73046875,33849.6484375,34005.76171875,34005.76171875,15200
2018-02-12,34203.33984375,34351.33984375,34115.12109375,34300.46875,34300.46875,15500
2018-02-14,34436.98046875,34473.4296875,34028.6796875,34155.94921875,34155.94921875,21100
2018-02-15,34207.5703125,34535.078125,34186.01171875,34297.46875,34297.46875,13000
2018-02-16,34411.23828125,34508.23828125,33957.328125,34010.76171875,34010.76171875,18000
